n lon lat
1013 139.7716859 35.6801582
1014 139.7677474 35.6739557
1015 139.7768379 35.687324
1016 139.7805254 35.6808318
1017 139.767158 35.6772692
1018 139.7807673 35.6746105
1019 139.7733137 35.6792413
1020 139.7777077 35.6762832
1021 139.765148 35.6726464
1022 139.7693662 35.6753887
1023 139.7789859 35.6748594
1024 139.7685586 35.6844271
1025 139.7710597 35.6793694
1026 139.7646689 35.6715798
1027 139.7679314 35.6814383
1028 139.7638706 35.6793143
1029 139.7741471 35.6855277
1030 139.7669862 35.6749029
1031 139.7641076 35.6804939
1032 139.765849 35.6865852
1033 139.7777954 35.6729302
1034 139.7764512 35.6777683
1035 139.7686353 35.6801603
1036 139.7610353 35.6784502
1037 139.773506 35.6794298
1038 139.7716672 35.6737153
1039 139.7720205 35.6817934
1040 139.7652178 35.6803909
1041 139.7829114 35.6802664
1042 139.767698 35.6738932
1043 139.766155 35.6735022
1044 139.7619886 35.6809259
1045 139.7698552 35.6759176
1046 139.7671822 35.6695695
1047 139.7629048 35.6757501
1048 139.766048 35.671252
1049 139.7725026 35.6778607
1050 139.7683077 35.6863254
1051 139.7735184 35.6873479
1052 139.763543 35.686819
1053 139.7688255 35.6872435
1054 139.7642539 35.6813649
1055 139.7700689 35.6762232
1056 139.770844 35.6763962
1057 139.7756661 35.6768379
1058 139.7735672 35.6874894
1059 139.774128 35.6830208
1060 139.7757524 35.6812406
1061 139.7732888 35.6828816
1062 139.7744418 35.6834099
1063 139.7640507 35.6891541
1064 139.7648634 35.6824525
1065 139.7701382 35.6741238
1066 139.7657575 35.6737208
1067 139.7669511 35.674341
1068 139.7768454 35.6761483
1069 139.7717786 35.6748818
1070 139.7636086 35.6755682
1071 139.7715213 35.6735863
1072 139.7634822 35.6853154
1073 139.7732998 35.6790957
1074 139.7695744 35.6764225
1075 139.7791817 35.6804739
1076 139.7648893 35.6807079
1077 139.7647012 35.681644
1078 139.7784843 35.6746853
1079 139.7653958 35.6739818
1080 139.7696826 35.6734915
1081 139.7743872 35.6756027
1082 139.7758868 35.6805745
1083 139.7692567 35.6753381
1084 139.7813441 35.6793837
1085 139.7633269 35.6781765
1086 139.7643168 35.6806368
1087 139.7792054 35.6780485
1088 139.7768618 35.6741967
1089 139.7684959 35.6732957
1090 139.7628007 35.683422
1091 139.7635617 35.678743
1092 139.7755514 35.679567
1093 139.77427 35.679532
1094 139.7764934 35.6824919
1095 139.7769564 35.6744445
1096 139.7669776 35.6774653
1097 139.7700453 35.6873129
1098 139.7770065 35.6848807
1099 139.7718617 35.6796927
1100 139.7719619 35.6759412
1101 139.7636569 35.6822242
1102 139.7660547 35.6859352
1103 139.7760863 35.6835752
1104 139.7675004 35.6841823
1105 139.7744413 35.6809667
1106 139.7820175 35.6832155
1107 139.7669749 35.672908
1108 139.7656491 35.6845886
1109 139.7742592 35.6814588
1110 139.7723436 35.6775981
1111 139.7710895 35.6768077
1112 139.7685458 35.6810442
1113 139.7729525 35.6786715
1114 139.781167 35.685698
1115 139.7801158 35.6800057
1116 139.7724311 35.6802977
1117 139.7796038 35.6787768
1118 139.7793466 35.6772481
1119 139.7812574 35.6816397
1120 139.766179 35.6755605
1121 139.7751973 35.6778899
1122 139.7809126 35.6833567
1123 139.76293 35.6856684
1124 139.7663629 35.6846851
1125 139.7780601 35.6752954
1126 139.7800056 35.6797872
1127 139.7728073 35.6838494
1128 139.7663012 35.6775281
1129 139.7778047 35.6745116
1130 139.7704107 35.6758802
1131 139.7766069 35.6854844
1132 139.7707363 35.6829392
1133 139.7672957 35.6842729
1134 139.7649853 35.6804517
1135 139.7696302 35.6837434
1136 139.7748765 35.674728
1137 139.77893 35.6778688
1138 139.7635887 35.6757117
1139 139.7687137 35.6838458
1140 139.7780673 35.6767288
1141 139.7714423 35.6761556
1142 139.7757697 35.6813164
1143 139.7784075 35.683405
1144 139.7789531 35.6815315
1145 139.7634287 35.6870501
1146 139.7679904 35.6770645
1147 139.7809656 35.6824267
1148 139.7738507 35.6825996
1149 139.7766357 35.6746454
1150 139.7634694 35.6778013
1151 139.7719631 35.6817692
1152 139.7730751 35.6817576
1153 139.765864 35.682716
1154 139.763999 35.6793855
1155 139.7642912 35.6891661
1156 139.7648576 35.6776234
1157 139.7733793 35.6820458
1158 139.7788254 35.6779432
1159 139.7633371 35.675735
1160 139.7701034 35.6732765
1161 139.7774608 35.6754986
1162 139.7737585 35.6781908
1163 139.7772113 35.6789796
1164 139.7671348 35.6752716
1165 139.7663683 35.686522
1166 139.7797083 35.6879705
1167 139.7736527 35.6825755
1168 139.7721931 35.6826797
1169 139.7786517 35.684849
1170 139.7720977 35.675344
1171 139.7708499 35.6781933
1172 139.7665838 35.686379
1173 139.7696664 35.6802102
1174 139.7812294 35.6832518
1175 139.7650568 35.6774746
1176 139.7615088 35.6798191
1177 139.7694327 35.6832211
1178 139.7701088 35.6739914
1179 139.7778287 35.6849121
1180 139.778014 35.675219
1181 139.7783124 35.6833464
1182 139.7630551 35.6768763
1183 139.7739032 35.6784398
1184 139.7713007 35.6795691
1185 139.7660761 35.6848331
1186 139.7717917 35.6875045
1187 139.7782361 35.680531
1188 139.7778059 35.6745599
1189 139.773901 35.6866276
1190 139.7695383 35.6743414
1191 139.760894 35.6741085
1192 139.7632966 35.675703
1193 139.7735798 35.6779046
1194 139.7680176 35.6758934
1195 139.7766039 35.6811029
1196 139.7652858 35.6777817
1197 139.7795997 35.6809477
1198 139.777121 35.676587
1199 139.7756599 35.6819408
1200 139.7784938 35.6761099
1201 139.7698377 35.675289
1202 139.7688281 35.6807611
1203 139.7720267 35.6800571
1204 139.7740538 35.6863641
1205 139.764783 35.6826385
1206 139.7714752 35.6766516
1207 139.7742916 35.6855529
1208 139.7685665 35.6747643
1209 139.7815869 35.6837244
1210 139.7760618 35.6807187
1211 139.7643716 35.6849047
1212 139.7753695 35.6825141
1213 139.7641863 35.6803747
1214 139.7685379 35.673366
1215 139.7725648 35.6790041
1216 139.764593 35.684791
1217 139.7657602 35.6828255
1218 139.7702379 35.6854025
1219 139.7666356 35.6746345
1220 139.7779621 35.6763137
1221 139.7789122 35.6816328
1222 139.7799211 35.6796917
1223 139.7714041 35.6756412
1224 139.7690096 35.68049
1225 139.7686096 35.6870057
1226 139.7731067 35.6817518
1227 139.7773881 35.676998
1228 139.77516 35.6872972
1229 139.77241 35.6872648
1230 139.7765704 35.6741403
1231 139.7760003 35.6883853
1232 139.7729148 35.6805213
1233 139.7738424 35.6862248
1234 139.7804572 35.6796417
1235 139.7704644 35.6747039
1236 139.7719867 35.6818075
1237 139.7720416 35.6870171
1238 139.7660833 35.6866472
1239 139.7656534 35.673716
1240 139.7679015 35.6737039
1241 139.7647834 35.6820383
1242 139.7739207 35.6835232
1243 139.7674105 35.67732
1244 139.7633319 35.672773
1245 139.7636042 35.6746202
1246 139.7787112 35.6745473
1247 139.7658074 35.6849183
1248 139.7631173 35.6869145
1249 139.7709777 35.673001
1250 139.7748102 35.6838198
1251 139.7635777 35.6822416
1252 139.7730757 35.6797322
1253 139.7697361 35.674189
1254 139.7748492 35.6802935
1255 139.7778943 35.6836467
1256 139.7746928 35.6848339
1257 139.7689314 35.6803661
1258 139.7663575 35.6864574
1259 139.7697734 35.6816787
1260 139.7769042 35.6872515
1261 139.7746684 35.6784898
1262 139.7753042 35.6867677
1263 139.7661247 35.6735234
1264 139.7657372 35.6814508
1265 139.780683 35.6834011
1266 139.7745828 35.6834282
1267 139.7706346 35.6835269
1268 139.7749794 35.6732326
1269 139.7786208 35.6763971
1270 139.7724236 35.6864849
1271 139.7622635 35.682231
1272 139.7796363 35.6868287
1273 139.7770155 35.6847525
1274 139.7640296 35.6737575
1275 139.7762228 35.677559
1276 139.7680351 35.6796526
1277 139.7817485 35.6835323
1278 139.7659514 35.6773813
1279 139.7700369 35.6815558
1280 139.7756466 35.6812824
1281 139.7673422 35.6735435
1282 139.776041 35.681663
1283 139.7731213 35.6735451
1284 139.7729019 35.6849018
1285 139.7789698 35.6810703
1286 139.7752441 35.6820632
1287 139.7676581 35.6744459
1288 139.7801196 35.6759926
1289 139.7756474 35.6800602
1290 139.7693717 35.6804788
1291 139.7736533 35.6785453
1292 139.7688153 35.6731234
1293 139.7801247 35.6856994
1294 139.7652345 35.6874103
1295 139.7743503 35.6780424
1296 139.7646013 35.6744723
1297 139.7796789 35.6744889
1298 139.7780658 35.6768876
1299 139.7645264 35.675475
1300 139.7720448 35.6754528
1301 139.7769825 35.6749497
1302 139.7690154 35.6747654
1303 139.7785034 35.6745516
1304 139.7750617 35.6791317
1305 139.7806449 35.6787437
1306 139.7795668 35.6760966
1307 139.7782671 35.6849091
1308 139.7768266 35.6810124
1309 139.775421 35.685814
1310 139.7728944 35.6837398
1311 139.7698766 35.6813773
1312 139.7769147 35.6862658
1313 139.7684567 35.6766756
1314 139.7747142 35.6843602
1315 139.7735643 35.6824723
1316 139.7622498 35.6739942
1317 139.7748434 35.6865536
1318 139.7636153 35.6756429
1319 139.7792627 35.6746041
1320 139.773488 35.6824333
1321 139.7785007 35.6775543
1322 139.7782895 35.6784225
1323 139.773152 35.6848332
1324 139.7747152 35.6784679
1325 139.7750897 35.6818369
1326 139.7652741 35.6820273
1327 139.7763309 35.6745537
1328 139.7743637 35.6760067
1329 139.7648936 35.6777303
1330 139.7701388 35.6733146
1331 139.7657591 35.6858791
1332 139.7704864 35.6870782
1333 139.7803395 35.6836361
1334 139.7734739 35.6793778
1335 139.7776266 35.6797416
1336 139.7752873 35.6745956
1337 139.7771882 35.6849178
1338 139.7825685 35.6859888
1339 139.7667528 35.6753916
1340 139.7799703 35.6800121
1341 139.7668132 35.6774235
1342 139.768701 35.6732603
1343 139.7674341 35.6741437
1344 139.7713865 35.6854456
1345 139.7749669 35.673105
1346 139.7710571 35.6833548
1347 139.7709938 35.6789776
1348 139.7714115 35.6750731
1349 139.7695292 35.6761558
1350 139.7636617 35.6746417
1351 139.7705957 35.6703701
1352 139.776874 35.6785906
1353 139.7635578 35.6745944
1354 139.7632119 35.6786521
1355 139.773098 35.6813492
1356 139.7787096 35.6745122
1357 139.7745093 35.6789453
1358 139.7698836 35.6760897
1359 139.7793966 35.680176
1360 139.7750334 35.6801815
1361 139.7746715 35.6837258
1362 139.7785635 35.6751464
1363 139.7738667 35.6747676
1364 139.7662006 35.6748691
1365 139.7648877 35.6827957
1366 139.768658 35.6807452
1367 139.7718191 35.6755502
1368 139.7718968 35.6757977
1369 139.7749171 35.6702526
1370 139.7756518 35.6811361
1371 139.7709496 35.6833816
1372 139.7782136 35.6806613
1373 139.7664791 35.673279
1374 139.7744918 35.6745718
1375 139.767224 35.6844356
1376 139.7672616 35.6751533
1377 139.7800942 35.6741191
1378 139.774389 35.6781043
1379 139.7803864 35.687608
1380 139.7754792 35.6817318
1381 139.7689741 35.6806305
1382 139.7810164 35.6770202
1383 139.7775471 35.6791812
1384 139.7670682 35.6836139
1385 139.7787679 35.677965
1386 139.7711664 35.6793296
1387 139.7699335 35.6873819
1388 139.7734811 35.6873382
1389 139.77373 35.6802566
1390 139.7784942 35.6746159
1391 139.7712767 35.6754538
1392 139.7688241 35.6839343
1393 139.7666518 35.6844132
1394 139.7629828 35.679502
1395 139.7733572 35.6748103
1396 139.7720818 35.6805082
1397 139.777982 35.6761806
1398 139.76516 35.6726371
1399 139.7771465 35.6753725
1400 139.7762414 35.6786898
1401 139.7734657 35.6824896
1402 139.7723629 35.6864693
1403 139.7723732 35.6803218
1404 139.7738978 35.6823411
1405 139.7766968 35.6829732
1406 139.7784263 35.6744387
1407 139.7711594 35.6755596
1408 139.7784641 35.679264
1409 139.7741993 35.680563
1410 139.7665489 35.6708893
1411 139.7719906 35.6793597
1412 139.763497 35.6817324
1413 139.7747484 35.6798451
1414 139.7637323 35.6875701
1415 139.7779001 35.6778015
1416 139.7676463 35.681392
1417 139.7677125 35.6750329
1418 139.7760334 35.6792503
1419 139.7630765 35.680716
1420 139.7634658 35.6866623
1421 139.763953 35.675206
1422 139.7689944 35.6834975
1423 139.7640803 35.6751009
1424 139.7724912 35.6816511
1425 139.7739439 35.6835939
1426 139.764544 35.6848697
1427 139.7688841 35.6853866
1428 139.7811323 35.6832025
1429 139.7779719 35.6768648
1430 139.7625539 35.6854429
1431 139.7770826 35.6790444
1432 139.7767745 35.6760354
1433 139.7690647 35.6808946
1434 139.7705269 35.6773594
1435 139.7651517 35.677459
1436 139.767679 35.684397
1437 139.7634619 35.6755906
1438 139.7719196 35.675254
1439 139.7788662 35.6816595
1440 139.7769084 35.688018
1441 139.7765389 35.6825609
1442 139.7647132 35.6849889
1443 139.7751809 35.6794428
1444 139.7715378 35.679444
1445 139.7762443 35.6876387
1446 139.7767793 35.6873071
1447 139.7806093 35.674742
1448 139.775221 35.6857512
1449 139.779907 35.6746609
1450 139.7783639 35.6766906
1451 139.775863 35.6804008
1452 139.7764418 35.6871831
1453 139.7719034 35.6760348
1454 139.7748167 35.6798151
1455 139.7763841 35.6714356
1456 139.7661376 35.6859204
1457 139.7656039 35.6737587
1458 139.7799318 35.6852677
1459 139.7746396 35.6846221
1460 139.7656018 35.6752756
1461 139.7654152 35.67506
1462 139.7744895 35.6749393
1463 139.7774583 35.6820633
1464 139.7753984 35.6823852
1465 139.7783895 35.6757501
1466 139.7666796 35.6845941
1467 139.7760463 35.6847413
1468 139.7755679 35.6795957
1469 139.7787998 35.684866
1470 139.781444 35.6839732
1471 139.7744206 35.68342
1472 139.7755562 35.681605
1473 139.7696229 35.6806443
1474 139.7712935 35.6853888
1475 139.7715442 35.6849915
1476 139.7649508 35.6742474
1477 139.7751526 35.6857298
1478 139.778054 35.6806196
1479 139.7724021 35.6831915
1480 139.7770228 35.673352
1481 139.7741695 35.6760846
1482 139.7775579 35.6754234
1483 139.7660767 35.6862442
1484 139.775679 35.6733882
1485 139.7729866 35.6838807
1486 139.7743294 35.6790173
1487 139.7770404 35.685618
1488 139.7726743 35.6732447
1489 139.779451 35.6761356
1490 139.7785939 35.6833185
1491 139.7812189 35.6749732
1492 139.7743943 35.6746233
1493 139.7734745 35.6786184
1494 139.7645227 35.6805873
1495 139.7732594 35.6837472
1496 139.7665595 35.6765329
1497 139.772465 35.6816079
1498 139.776774 35.6829419
1499 139.7657032 35.6752987
1500 139.7782021 35.6859433
1501 139.7766322 35.6744411
1502 139.7817814 35.6789302
1503 139.7635418 35.6821319
1504 139.7645689 35.6822893
1505 139.7700922 35.6740641
1506 139.7732492 35.6780406
1507 139.773594 35.687395
1508 139.7692171 35.6745584
1509 139.7715111 35.6806937
1510 139.7636336 35.678108
1511 139.7802 35.6789255
1512 139.770374 35.6774165
1513 139.7755205 35.6795131
1514 139.7751747 35.6850854
1515 139.7745452 35.6836297
1516 139.7769584 35.6821854
1517 139.7637573 35.6783015
1518 139.7634436 35.6865802
1519 139.7661563 35.6754787
1520 139.7788286 35.6781279
1521 139.770211 35.6836182
1522 139.7725681 35.6828461
1523 139.771188 35.6850752
1524 139.7749301 35.6774737
1525 139.7732292 35.6799661
1526 139.7813388 35.6872418
1527 139.7732625 35.6817897
1528 139.7746482 35.6849388
1529 139.7639436 35.6833624
1530 139.7639896 35.673701
1531 139.7775102 35.6770425
1532 139.7783563 35.6833734
1533 139.7801954 35.6801328
1534 139.7705432 35.674845
1535 139.7812398 35.6752987
1536 139.7754683 35.6816424
1537 139.7800378 35.6799376
1538 139.7719782 35.681046
1539 139.7765541 35.6869651
1540 139.7744382 35.6745391
1541 139.7726523 35.6770314
1542 139.7767713 35.6839232
1543 139.7797951 35.6746616
1544 139.779418 35.6762815
1545 139.7681049 35.6796278
1546 139.7662711 35.6775343
1547 139.7721567 35.6832275
1548 139.7660065 35.6864505
1549 139.7769921 35.6729747
1550 139.7736872 35.6827438
1551 139.7810088 35.6857363
1552 139.7799675 35.6851781
1553 139.7660251 35.6847379
1554 139.7741596 35.6854993
1555 139.760311 35.6763742
1556 139.7740451 35.6783735
1557 139.7759142 35.6770799
1558 139.7696971 35.6786613
1559 139.777235 35.6801002
1560 139.7693011 35.6832536
1561 139.7761833 35.682772
1562 139.7734633 35.6803658
1563 139.7709921 35.6737793
1564 139.7743031 35.676468
1565 139.7750606 35.6757273
1566 139.7631569 35.6870125
1567 139.7710016 35.6771703
1568 139.7704816 35.6787214
1569 139.762526 35.6825382
1570 139.7673941 35.6741692
1571 139.7705567 35.6765117
1572 139.7651681 35.6868287
1573 139.7740676 35.6830455
1574 139.7742274 35.6847649
1575 139.780045 35.6839233
1576 139.7738463 35.6864477
1577 139.7672806 35.6840557
1578 139.7637103 35.6745727
1579 139.7701337 35.6818939
1580 139.7739828 35.6782659
1581 139.7652737 35.6804757
1582 139.768214 35.678891
1583 139.7645422 35.6820296
1584 139.7678729 35.6737653
1585 139.775137 35.6792547
1586 139.7718159 35.6831384
1587 139.7674907 35.6782609
1588 139.7708391 35.682891
1589 139.781043 35.684367
1590 139.7799072 35.6799767
1591 139.7754819 35.6825151
1592 139.7769796 35.6862843
1593 139.773498 35.6831275
1594 139.7751515 35.6821757
1595 139.772271 35.6829612
1596 139.7709048 35.6737997
1597 139.7750406 35.6819153
1598 139.7814721 35.6829272
1599 139.7629686 35.6731444
1600 139.7630805 35.6849198
1601 139.7732628 35.6825702
1602 139.7785579 35.6832763
1603 139.771956 35.6834321
1604 139.7681842 35.6762594
1605 139.7760628 35.67754
1606 139.7760614 35.6819589
1607 139.775762 35.6821045
1608 139.7766509 35.677298
1609 139.7785961 35.6746149
1610 139.7640452 35.6803198
1611 139.7780813 35.6875227
1612 139.7711307 35.6851642
1613 139.7710515 35.6737027
1614 139.7663424 35.6864064
1615 139.7737122 35.6824814
1616 139.7654571 35.684675
1617 139.7773575 35.675322
1618 139.7696097 35.6725895
1619 139.7754688 35.6765319
1620 139.7642717 35.6817519
1621 139.7700531 35.6740166
1622 139.7675386 35.6752048
1623 139.7765851 35.683529
1624 139.7747008 35.68225
1625 139.7751228 35.6820337
1626 139.7814408 35.6750788
1627 139.7668254 35.6729725
1628 139.7740591 35.6785748
1629 139.7731182 35.6732556
1630 139.7810634 35.6817374
1631 139.7740614 35.6730381
1632 139.7739974 35.6786031
1633 139.7632292 35.6854208
1634 139.7783506 35.679687
1635 139.7651583 35.6776723
1636 139.7799467 35.6794826
1637 139.7724506 35.6765748
1638 139.7708962 35.674252
1639 139.773712 35.6825168
1640 139.7754674 35.679915
1641 139.7731934 35.68465
1642 139.7707969 35.6776683
1643 139.7759024 35.6746577
1644 139.7694304 35.6743084
1645 139.7644713 35.6743859
1646 139.7647372 35.6808229
1647 139.7792684 35.6803334
1648 139.7673674 35.6840259
1649 139.7782654 35.6808885
1650 139.7806104 35.6823821
1651 139.7708048 35.6769229
1652 139.7794703 35.677414
1653 139.7798623 35.680196
1654 139.7636333 35.6862475
1655 139.7639034 35.6736742
1656 139.7737553 35.6787062
1657 139.7760505 35.678297
1658 139.7645911 35.681042
1659 139.7687526 35.6809461
1660 139.7782431 35.6770117
1661 139.7652811 35.6805995
1662 139.7766988 35.6773672
1663 139.7762495 35.6773639
1664 139.7760822 35.6773431
1665 139.7633225 35.6853112
1666 139.7674206 35.6741415
1667 139.7734512 35.6792117
1668 139.771558 35.6737502
1669 139.770766 35.6730546
1670 139.7629162 35.6852929
1671 139.7705842 35.6737926
1672 139.7701426 35.6740474
1673 139.7795329 35.6792129
1674 139.7726216 35.6805925
1675 139.7795704 35.6851587
1676 139.7634637 35.6757072
1677 139.7741678 35.683607
1678 139.7812518 35.6748007
1679 139.7804105 35.6838198
1680 139.7764345 35.6871152
1681 139.7762319 35.6847702
1682 139.7660687 35.686512
1683 139.7649055 35.6743214
1684 139.7720555 35.6804656
1685 139.7710619 35.6755327
1686 139.7660703 35.6823096
1687 139.767665 35.6738217
1688 139.7798035 35.6796501
1689 139.7688706 35.6731463
1690 139.765321 35.6778758
1691 139.7793791 35.6802554
1692 139.7759315 35.6814802
1693 139.780339 35.6852932
1694 139.7811003 35.6857784
1695 139.7699985 35.6740439
1696 139.7797544 35.6795778
1697 139.7702844 35.6854661
1698 139.7771687 35.6778223
1699 139.7673039 35.6752181
1700 139.7758438 35.6745816
1701 139.7801563 35.6752825
1702 139.7765023 35.6741418
1703 139.7785796 35.6732681
1704 139.7727382 35.6821813
1705 139.7648955 35.6826114
1706 139.7757387 35.6859137
1707 139.7803711 35.6797964
1708 139.7719723 35.675338
1709 139.7600687 35.6829065
1710 139.7769649 35.6855968
1711 139.7678612 35.6738328
1712 139.7691861 35.6804167
1713 139.7767417 35.6741377
1714 139.7810153 35.6752188
1715 139.7727423 35.6793732
1716 139.7637258 35.6869395
1717 139.7813777 35.6751148
1718 139.7784338 35.6808003
1719 139.76666 35.6745487
1720 139.7818852 35.6790886
1721 139.7758182 35.6852647
1722 139.7756047 35.6816789
1723 139.7703887 35.682077
1724 139.7655293 35.6820337
1725 139.7781777 35.6764754
1726 139.7793657 35.6784101
1727 139.7704643 35.6797082
1728 139.7773516 35.6788533
1729 139.7692189 35.6837448
1730 139.7638568 35.6833684
1731 139.7726503 35.6859533
1732 139.7770618 35.6823505
1733 139.7642437 35.6804259
1734 139.7644251 35.6803885
1735 139.7811572 35.6817011
1736 139.76784 35.6738109
1737 139.7697637 35.6840251
1738 139.7694137 35.6800292
1739 139.7704158 35.6870555
1740 139.7666178 35.6766169
1741 139.7738307 35.6788278
1742 139.7656106 35.6822196
1743 139.765376 35.6789102
1744 139.7780867 35.6826462
1745 139.7746371 35.680713
1746 139.7819748 35.6746128
1747 139.7644116 35.6735107
1748 139.7730325 35.6827457
1749 139.7730339 35.684644
1750 139.7789923 35.6767723
1751 139.7744038 35.6852788
1752 139.7657718 35.6827055
1753 139.7732713 35.6828547
1754 139.7642357 35.6805358
1755 139.7658371 35.675098
1756 139.7651783 35.6809256
1757 139.7757838 35.6847872
1758 139.7801655 35.6740707
1759 139.7744192 35.6761289
1760 139.7717039 35.6801891
1761 139.7715537 35.6745152
1762 139.7731736 35.6772623
1763 139.7698728 35.6775206
1764 139.763821 35.6852064
1765 139.7750114 35.6818687
1766 139.7745303 35.6811058
1767 139.776914 35.6743715
1768 139.7738131 35.6905129
1769 139.7766576 35.6747078
1770 139.7668037 35.6730422
1771 139.7802072 35.6837371
1772 139.7652041 35.6778023
1773 139.776824 35.6740964
1774 139.7813549 35.6749582
1775 139.7803536 35.6758477
1776 139.7660672 35.6860011
1777 139.771651 35.6880762
1778 139.7730361 35.6796299
1779 139.7766943 35.6783069
1780 139.7710997 35.6755834
1781 139.7676534 35.67386
1782 139.7780375 35.6780187
1783 139.7719092 35.6831215
1784 139.7759497 35.6816572
1785 139.7660279 35.6864004
1786 139.7742287 35.674576
1787 139.7806661 35.6848138
1788 139.778755 35.6791346
1789 139.7760874 35.6835173
1790 139.7655681 35.6751036
1791 139.7647706 35.6813547
1792 139.7747955 35.6845645
1793 139.7759332 35.6747095
1794 139.7662654 35.68621
1795 139.7680523 35.6759519
1796 139.7639935 35.6751722
1797 139.7662256 35.674906
1798 139.7736662 35.6826742
1799 139.7707798 35.6879016
1800 139.7752942 35.6754019
1801 139.7771113 35.6765716
1802 139.77475 35.6844152
1803 139.7710585 35.6781034
1804 139.7776947 35.6786604
1805 139.781391 35.6871854
1806 139.7634784 35.6781416
1807 139.7821408 35.6733474
1808 139.7743608 35.6870455
1809 139.766103 35.6827425
1810 139.765594 35.6822
1811 139.7629102 35.67573
1812 139.7768183 35.6785027
1813 139.7627025 35.6758735
1814 139.7737831 35.6865955
1815 139.7780803 35.6765079
1816 139.7727733 35.6767984
1817 139.7792533 35.6812632
1818 139.7743053 35.6747396
1819 139.7808729 35.676183
1820 139.776221 35.6822141
1821 139.7732918 35.6825804
1822 139.7767254 35.6838807
1823 139.7698861 35.6843487
1824 139.7653866 35.6779405
1825 139.7777563 35.6809719
1826 139.7739155 35.6835075
1827 139.7656039 35.6737367
1828 139.7698017 35.6726896
1829 139.7725126 35.6858381
1830 139.766463 35.6732901
1831 139.7686183 35.6846541
1832 139.7679984 35.6783719
1833 139.762897 35.6739553
1834 139.7635121 35.6822566
1835 139.7803107 35.6798717
1836 139.7741361 35.6800891
1837 139.7665293 35.6746546
1838 139.7820722 35.6844038
1839 139.7800176 35.6859137
1840 139.7801214 35.6801646
1841 139.7793277 35.6788951
1842 139.7737148 35.6816827
1843 139.7687654 35.6840598
1844 139.7691336 35.675427
1845 139.7740761 35.6863116
1846 139.7673718 35.6774025
1847 139.7641721 35.6806654
1848 139.7721144 35.6754228
1849 139.7654297 35.6809504
1850 139.7745562 35.6746857
1851 139.7758682 35.6779999
1852 139.7651396 35.6753499
1853 139.7796227 35.6761664
1854 139.7670205 35.6773059
1855 139.7721286 35.6870419
1856 139.7701174 35.6836384
1857 139.7779562 35.6765493
1858 139.7774969 35.6753362
1859 139.7711704 35.6842292
1860 139.7637462 35.67568
1861 139.7745652 35.6794035
1862 139.7788769 35.6815968
1863 139.7772827 35.676844
1864 139.7720482 35.6818377
1865 139.7644043 35.6753627
1866 139.7775546 35.6821317
1867 139.7711824 35.685091
1868 139.7702124 35.6796977
1869 139.7656244 35.6849585
1870 139.7778943 35.6836954
1871 139.7727605 35.6770759
1872 139.7798331 35.6795488
1873 139.7767064 35.6744419
1874 139.7748539 35.674674
1875 139.7641222 35.6880541
1876 139.777852 35.6710795
1877 139.7628331 35.6840646
1878 139.7666939 35.6770886
1879 139.7725248 35.6766914
1880 139.7769154 35.6807447
1881 139.7625066 35.6821549
1882 139.7746867 35.6803177
1883 139.7787173 35.6746833
1884 139.7749496 35.6819532
1885 139.7633575 35.6757632
1886 139.7719503 35.682266
1887 139.7719123 35.675121
1888 139.7773268 35.6755141
1889 139.7621368 35.674081
1890 139.7810824 35.6767095
1891 139.7718213 35.6806546
1892 139.7783167 35.6793295
1893 139.7662038 35.6862209
1894 139.7709825 35.6842724
1895 139.7786263 35.6833548
1896 139.7753454 35.6760584
1897 139.76509 35.6809669
1898 139.7814107 35.6871966
1899 139.780578 35.6756027
1900 139.7761971 35.6848505
1901 139.7657767 35.6751899
1902 139.7700869 35.6808536
1903 139.765024 35.6743483
1904 139.7645198 35.6743629
1905 139.7749835 35.6757582
1906 139.7733608 35.6822249
1907 139.7645964 35.6805641
1908 139.7735944 35.6870394
1909 139.7717847 35.6749603
1910 139.7663542 35.6872975
1911 139.776555 35.6815411
1912 139.767057 35.6744029
1913 139.7644607 35.6823133
1914 139.7753099 35.6795368
1915 139.7654958 35.6822824
1916 139.7783349 35.6784539
1917 139.7795769 35.6821646
1918 139.7747586 35.6860749
1919 139.7715151 35.6736807
1920 139.7759652 35.6773909
1921 139.7744823 35.6835127
1922 139.7733883 35.6873267
1923 139.7744541 35.6889715
1924 139.7764113 35.675461
1925 139.7647518 35.6828431
1926 139.7762653 35.6827373
1927 139.7648861 35.6805038
1928 139.7622407 35.6781876
1929 139.7779738 35.6802824
1930 139.7673663 35.6746477
1931 139.764115 35.6868706
1932 139.769105 35.6802862
1933 139.7772177 35.6825995
1934 139.7728166 35.6850846
1935 139.780547 35.6881833
1936 139.7736593 35.6752701
1937 139.7639263 35.6791631
1938 139.7748382 35.6806295
1939 139.7677584 35.6750752
1940 139.7644792 35.6820209
1941 139.7682812 35.6862699
1942 139.7636872 35.6780964
1943 139.7656068 35.6789614
1944 139.7636903 35.6860835
1945 139.7716566 35.679031
1946 139.7713518 35.6756917
1947 139.7812358 35.6750961
1948 139.7629253 35.6739995
1949 139.7638708 35.6833757
1950 139.7690288 35.674815
1951 139.7748481 35.6798665
1952 139.7643872 35.6815473
1953 139.7669785 35.6767701
1954 139.7717484 35.6754356
1955 139.7639285 35.6752236
1956 139.7786053 35.6741097
1957 139.7659137 35.6826291
1958 139.7785582 35.6741104
